gene_id,log2FoldChange,pvalue
SRSF5,-0.356243119,1.21854E-19
SRSF6,-0.147074249,2.66585E-05
SRSF7,-0.319772665,1.8678E-16
SRSF8,-0.421671095,6.36095E-17
SRSF9,0.281747689,1.44843E-06
SRXN1,0.444084642,1.35141E-19
SS18,-0.13172146,0.001817575
SS18L1,-0.057603915,0.423801654
SS18L2,0.029112139,0.776974502
SSB,-0.354625275,9.41947E-12
SSBP1,-0.006794475,0.866953595
SSBP2,0.587116271,0.002119587
SSBP3,0.140201858,0.015511839
SSBP4,0.014251337,0.861032775
SSC4D,-0.317115706,0.058178584
SSC5D,-0.32794611,0.150550479
SSH1,0.131047033,0.005635987
SSH2,-0.043358636,0.238143984
SSH3,-0.19434081,0.002697723
SSMEM1,2.621134294,0.18723718
SSNA1,0.128244244,0.116209889
SSPN,-1.68392174,0.385775826
SSR1,0.134575754,5.19527E-07
SSR2,0.248872498,2.73867E-10
SSR3,-0.27662471,2.26302E-14
SSR4,0.184755541,4.66512E-05
SSRP1,0.002375363,0.948837061
SST,2.335982228,0.453758784
SSTR1,0.411991068,3.34914E-10
SSTR2,-1.453569701,2.87082E-07
SSTR3,-0.079896746,0.982725173
SSTR4,0.881873978,0.828893793
SSTR5,-0.070138493,0.944007919
SSU72,0.111669412,0.058748273
SSUH2,-0.258541081,0.231894818
SSX1,-1.954725143,0.419300559
SSX2IP,0.011090421,0.848638876
ST13,-0.043315248,0.188706589
ST14,-0.078659358,0.411851739
ST18,-1.429302066,0.206374384
ST20-MTHFS,-0.80494196,0.020291902
ST3GAL1,0.184459208,0.000638269
ST3GAL2,-0.056390508,0.379870847
ST3GAL3,-0.296892388,0.000156377
ST3GAL4,0.124906166,0.007916583
ST3GAL5,0.824933415,9.95892E-15
ST3GAL6,0.192987971,0.71639644
ST6GAL1,-0.405517002,9.82525E-06
ST6GALNAC1,-0.607722473,0.278927618
ST6GALNAC2,-0.529952825,0.001174156
ST6GALNAC4,0.221056346,4.75672E-05
ST6GALNAC5,-1.94715413,0.58341654
ST6GALNAC6,0.310803497,7.4408E-06
ST7,-0.103046506,0.050563104
ST7L,-0.048252039,0.578434871
ST8SIA5,-0.067398034,0.933104299
ST8SIA6,0.481911552,0.851272002
STAB1,-0.047082719,0.893291622
STAB2,0.091550222,0.808514274
STAC,0.672586049,5.06269E-13
STAC2,-0.089019796,0.265317806
STAC3,-0.990663083,7.39381E-05
STAG1,-0.26207891,6.59562E-09
STAG2,-0.051856799,0.086084097
STAG3,-0.426688365,2.0834E-06
STAM,0.039256495,0.492295162
STAM2,0.238382369,0.00160242
STAMBP,0.020187864,0.678274014
STAMBPL1,0.092824538,0.167258885
STAP1,-0.63738657,0.71292885
STAP2,0.508998529,0.823272074
STAR,0.41181883,0.440995521
STARD10,0.58495814,7.07956E-08
STARD13,-0.39293725,1.08114E-09
STARD3,0.276721363,2.70529E-05
STARD3NL,0.265097563,0.000408927
STARD4,0.521937212,2.4356E-51
STARD5,0.57551449,0.114622318
STARD6,-0.437412145,0.822299682
STARD7,-0.266678296,5.10467E-09
STARD8,-0.516531112,8.62626E-06
STARD9,-0.14179363,0.045130071
STAT1,0.36082815,3.15149E-16
STAT2,0.432943778,2.75781E-23
STAT3,0.330650828,3.94891E-26
STAT4,-0.893433581,0.247766094
STAT5A,0.787834657,6.76345E-25
STAT5B,0.261228611,7.70112E-15
STAT6,-0.03083809,0.409608111
STAU1,0.004961491,0.888400404
STAU2,0.121003422,0.042122229
STBD1,0.808475396,0.04076154
STC1,1.228657288,3.47841E-23
STC2,-0.06143538,0.143601756
STEAP1,-2.780823951,0.069510344
STEAP1B,0.881873978,0.828893793
STEAP2,0.588794403,0.709875396
STEAP3,0.465838744,5.7646E-32
STEAP4,-2.474986829,0.000644667
STEEP1,-0.059443917,0.454559774
STH,0.211260176,0.826602836
STIL,0.379659145,3.14419E-17
STIM1,0.115025958,0.09823998
STIM2,-0.42564925,6.01211E-08
STIMATE,0.194761478,0.096545576
STING1,-0.070929342,0.369419582
STIP1,0.362742046,6.97927E-16
STK10,0.067000939,0.224436216
STK11,-0.680175209,0.000230743
STK11IP,-0.015435189,0.862831858
STK16,-0.046665722,0.630614831
STK17A,-0.071825558,0.445708828
STK17B,0.280537861,9.94824E-05
STK19,0.295610145,0.004529157
STK24,-0.079667181,0.112972675
STK25,0.036583077,0.495201691
STK26,-0.179937985,3.10619E-05
STK3,-0.011965613,0.861539854
STK31,-1.915375338,0.593310273
STK32A,3.056184094,0.24089029
STK32C,0.511948661,2.36024E-12
STK33,-2.972616557,0.119905963
STK35,0.206141875,4.56428E-05
STK36,-0.295902856,0.00153046
STK38,0.142527342,0.001168837
STK38L,0.013196961,0.847187234
STK39,-0.04455607,0.57307146
STK4,0.114508898,0.001115058
STK40,-0.205063566,0.038287831
STKLD1,0.06851824,0.694416462
STMN1,0.141991427,1.67271E-05
STMN3,0.485119796,0.831921928
STMND1,-0.07989644,0.982415025
STMP1,-0.204044691,0.000140775
STN1,-0.253583066,0.007911018
STOM,0.127706246,1.14799E-05
STOML1,-0.366335675,0.068717113
STOML2,-0.039501379,0.350554397
STON1,0.289397635,0.453790551
STON1-GTF2A1L,0.448429817,0.714395182
STON2,-0.298580414,2.6915E-15
STOX1,-1.949547435,1.89862E-18
STOX2,-0.200442315,0.036416848
STPG1,-0.06469407,0.638883838
STPG2,-1.204694856,0.252681781
STPG3,0.128801304,0.654168934
STPG4,-1.004280352,0.251856048
STRA6,0.645159203,1.95356E-22
STRA8,-2.910254005,0.330083472
STRADA,-0.11189955,0.122741264
STRADB,-1.506480574,1.54635E-19
STRAP,-0.056423599,0.070535006
STRBP,-0.131368191,0.010008219
STRC,1.163203122,0.244561225
STRIP1,-0.233732301,1.29583E-06
STRIP2,0.500583027,2.31573E-13
STRN,-0.016934676,0.649290108
STRN3,-0.025392257,0.649356669
STRN4,0.259707645,7.77712E-06
STS,0.367300146,6.81736E-08
STT3A,0.450562458,9.97834E-44
STT3B,0.242889334,3.11524E-16
STUB1,-0.044989118,0.682906672
STUM,-0.524851616,0.802858575
STX10,0.259406254,0.000141849
STX11,1.020923711,1.09035E-09
STX12,0.172518102,0.023982015
STX16,-0.005220396,0.882911696
STX17,-0.369230591,5.8609E-13
STX18,-0.158410751,0.025550572
STX19,0.528200371,0.082194806
STX1A,0.407659757,7.9271E-05
STX1B,-0.298529394,0.015015086
STX2,-0.127193444,0.028570812
STX3,0.314790898,9.03021E-05
STX4,0.4193888,6.6692E-06
STX5,0.237910362,0.001351374
STX6,0.211922803,7.72132E-05
STX7,-0.067475123,0.118979952
STX8,0.246266662,0.000278715
STXBP1,0.174154851,3.92757E-06
STXBP2,0.071826808,0.229553108
STXBP3,0.242807792,1.73395E-05
STXBP4,-0.05151987,0.332940069
STXBP5,-0.168481417,0.0009767
STXBP5L,0.472581865,0.008496785
STXBP6,-0.721055429,0.027402151
STYK1,0.355254808,0.225923339
STYX,-0.251002365,1.82309E-05
STYXL1,-0.699254003,8.8126E-14
STYXL2,-0.079896567,0.982546482
SUB1,-0.064609133,0.099343981
SUCLA2,0.217819805,2.91793E-06
SUCLG1,0.131210778,0.004450223
SUCLG2,-0.557926652,3.07129E-06
SUCNR1,2.794072946,0.353784821
SUCO,0.564598131,9.74575E-30
SUDS3,0.040494933,0.412265008
SUFU,0.157384563,0.061799524
SUGCT,-0.353835886,0.267877415
SUGP1,-0.059828955,0.339768313
SUGP2,0.179302549,0.000217183
SUGT1,-0.086906078,0.057246902
SULF1,0.472098851,0.492851796
SULF2,-0.318380059,0.00126996
SULT1A1,-0.183927544,0.015235733
SULT1A2,-0.103569999,0.687668269
SULT1A3,-0.770955953,0.094017011
SULT1A4,-2.961309971,1
SULT1B1,-1.041679374,0.798503768
SULT1C2,0.881873978,0.828893793
SULT1C3,-1.94715413,0.58341654
SULT1C4,-0.078020385,0.976327038
SULT2B1,0.6767781,0.048314392
SUMF1,-0.554861378,9.87352E-11
SUMF2,0.0407571,0.280490863
SUMO1,0.021853173,0.64577172
SUMO2,-0.017037081,0.593295995
SUMO3,0.23430991,6.38789E-08
SUMO4,0.233247225,0.366109892
SUN1,-0.176930735,1.16237E-06
SUN2,-0.016590981,0.726234193
SUN3,3.370939908,0.135964334
SUOX,-0.117441487,0.157330887
SUPT16H,-0.045516056,0.084215116
SUPT20H,0.011955136,0.793166981
SUPT20HL2,-1.041679374,0.798503768
SUPT3H,-0.117040018,0.118456545
SUPT4H1,-0.053412912,0.288288126
SUPT5H,-0.040924749,0.303551928
SUPT6H,-0.134098131,4.39159E-05
SUPT7L,0.146588101,0.001681374
SUPV3L1,-0.000806173,0.988706103
SURF1,-0.497850377,5.8738E-10
SURF2,-0.248753954,0.07651304
SURF4,-0.696273324,1.64519E-54
SURF6,-0.051569166,0.488937947
SUSD1,-0.31234741,0.00093034
SUSD2,0.323691827,0.094798889
SUSD3,-1.382864037,0.140659778
SUSD5,-1.157858829,0.045842935
SUSD6,-0.041569251,0.596796978
SUV39H1,0.347779213,5.3935E-10
SUV39H2,-0.158697824,0.028770209
SUZ12,0.108539018,0.000572645
SV2A,-0.467924264,0.503847203
SVBP,0.265868559,0.280243813
SVEP1,0.070428782,0.029355589
SVIL,-0.292034206,2.07917E-08
SVIP,0.301463791,0.005410474
SVOP,0.881873978,0.828893793
SVOPL,-2.408516355,0.162721778
SWAP70,-0.081150493,0.074503176
SWI5,0.313748324,4.14708E-07
SWSAP1,0.027333932,0.919938032
SWT1,-0.039049389,0.790371111
SYAP1,-0.067426088,0.084204468
SYBU,-0.045326499,0.535619625
SYCE1L,2.339109994,0.161245058
SYCE2,-0.439297828,0.047730746
SYCE3,0.439732058,0.654571317
SYCN,0.917419215,0.085709711
SYCP2,0.223498878,0.784317753
SYCP2L,-0.799679654,0.173192969
SYCP3,-0.62827912,0.020177967
SYDE1,0.274821757,2.98519E-05
SYDE2,-0.06255179,0.308701977
SYF2,-0.230214277,0.003378001
SYMPK,0.060468705,0.143149519
SYN1,-0.066784623,0.88462434
SYN2,-1.307535735,0.118766652
SYN3,-0.517241337,0.300992429
SYNC,-0.678757457,1.45966E-10
SYNCRIP,-0.460465803,7.61931E-68
SYNDIG1L,0.79203479,0.145247512
SYNE1,-0.897192769,1.4923E-122
SYNE2,-0.044810405,0.179121428
SYNE3,0.133433257,0.097296196
SYNE4,0.562996366,0.007177152
SYNGAP1,-0.124558243,0.098521332
SYNGR1,0.457960987,3.06682E-05
SYNGR2,0.378117034,2.24056E-08
SYNGR3,0.757067902,6.8362E-09
SYNGR4,-0.24896407,0.723325301
SYNJ1,0.006640021,0.910012318
SYNJ2,-0.099848243,0.074238735
SYNJ2BP,-0.079089845,0.127370193
SYNM,0.016682554,0.794948593
SYNPO,-0.946566243,7.16775E-89
SYNPO2,-0.308306198,0.427739557
SYNPO2L,0.230824216,0.398703804
SYNPR,-2.327340872,0.306234166
SYNRG,0.09762803,0.051934841
SYP,0.340957891,0.471807381
SYPL1,-0.211566451,0.00116637
SYPL2,-0.207519678,0.063451652
SYS1,0.006696045,0.900062415
SYT1,1.182103175,0.230790124
SYT11,0.21349312,0.857200107
SYT12,-0.214428997,3.3695E-05
SYT13,-1.678991952,0.360505308
SYT15,0.050338066,0.903773624
SYT16,-1.558634069,0.552411704
SYT17,0.344307649,0.039060393
SYT2,-0.199792989,0.218088122
SYT5,0.450812156,0.714546692
SYT6,0.881873978,0.828893793
SYT7,1.451593666,5.20904E-08
SYT8,0.793419005,0.786755452
SYTL1,0.409046411,0.222709761
SYTL2,-0.298965658,0.463900646
SYTL3,-0.481865675,0.012226101
SYTL4,0.240423004,0.000394305
SYTL5,-0.588898211,0.000443641
SYVN1,0.504237071,3.52709E-27
SZRD1,0.203249244,0.003705733
SZT2,-0.424325764,9.18546E-14
TAB1,-0.13051353,0.076559334
TAB2,-0.064794428,0.11200761
TAB3,-0.093454331,0.006532633
TAC3,-0.07989646,0.982436139
TAC4,0.403010121,0.057268128
TACC1,-0.173900367,2.33277E-05
TACC2,-0.221958883,0.000112215
TACC3,0.283640104,4.77883E-12
TACO1,0.11248037,0.131969505
TACR1,-0.413306047,0.289875673
TACR2,0.590297509,0.150289663
TACR3,-1.017452372,0.742129483
TADA1,-0.263830961,0.000912303
TADA2A,-0.521203868,1.09549E-12
TADA2B,0.206077224,0.005337005
TADA3,-0.173976677,0.02362503
TAF1,-0.022150912,0.607320787
TAF10,0.027317475,0.717244897
TAF11,0.031899146,0.563893796
TAF12,-0.354503728,1.50472E-08
TAF13,0.368387138,2.35665E-09
TAF15,-0.196152765,4.56092E-06
TAF1A,-0.185652202,0.039110231
TAF1B,-0.11950029,0.061378424
TAF1C,0.008124447,0.910018292
TAF1D,-0.797473553,5.51136E-79
TAF1L,1.401600881,0.57200894
TAF2,-0.202731183,8.31925E-06
TAF3,0.235901605,0.003910534
TAF4,-0.391951245,8.73215E-07
TAF4B,-0.119822005,0.042661718
TAF5,0.648915666,1.8567E-20
TAF5L,0.166541066,0.001029872
TAF6,0.210494816,0.001215426
TAF6L,-0.094497737,0.435593346
TAF7,-0.524613512,1.23788E-33
TAF7L,-1.041679374,0.798503768
TAF8,0.241024128,5.15139E-06
TAF9,0.168264231,0.001876006
TAF9B,0.473302158,1.63472E-15
TAFA1,-1.041679374,0.798503768
TAFA2,-1.312753448,0.051442721
TAFA3,0.809920592,0.783123612
TAFAZZIN,-0.357198642,4.87531E-05
TAGAP,1.390210757,0.599115681
TAGLN,-0.010319969,0.964225434
TAGLN2,0.116113561,0.000484077
TAGLN3,-2.522873189,0.371327923
TAL1,-1.041679374,0.798503768
TAL2,-1.041679374,0.798503768
TALDO1,0.478841716,1.2927E-33
TAMALIN,-1.226435259,0.014698829
TAMM41,-0.421426204,3.53793E-06
TANC1,-0.071206255,0.110273152
TANC2,-0.251740874,1.97483E-15
TANGO2,-0.409694022,3.26673E-08
TANGO6,-0.230667093,3.57932E-05
TANK,0.227835039,0.001664988
TAOK1,-0.134797696,7.16552E-07
TAOK2,0.043411093,0.406292581
TAOK3,0.289056656,5.17849E-08
TAP1,0.776660986,4.2509E-41
TAP2,0.143345103,0.000747407
TAPBP,0.3552073,3.88642E-31
TAPBPL,0.32739272,0.000507912
TAPT1,0.10398773,0.270856084
TARBP1,-0.335634322,5.62036E-19
TARBP2,0.118338157,0.029744528
TARDBP,0.042801617,0.206510242
TARM1,-1.041679374,0.798503768
TARS1,-0.433926841,3.29412E-53
TARS2,0.205677035,9.86064E-09
TARS3,-0.044513614,0.652282083
TAS1R1,-0.660003484,0.045564072
TAS1R2,0.881873978,0.828893793
TAS1R3,0.011441885,0.938006203
TAS2R10,-0.689683326,0.027244947
TAS2R13,-0.447535343,0.025607556
TAS2R14,-0.897287325,2.0633E-05
TAS2R19,0.238117848,0.207583255
TAS2R20,-0.094328656,0.515634047
TAS2R3,1.00857256,4.39381E-19
TAS2R30,0.18380439,0.191897025
TAS2R31,0.183346993,0.206616427
TAS2R39,-0.551047014,0.573462049
TAS2R4,1.021367414,9.1504E-43
TAS2R40,-0.463553745,0.579974969
TAS2R42,0.881873978,0.828893793
TAS2R43,0.846265273,0.771876577
TAS2R46,-0.439806638,0.081848103
TAS2R5,1.192363951,3.18309E-18
TAS2R50,-0.192446083,0.406995831
TAS2R7,-1.915375338,0.593310273
TAS2R8,-2.834507008,0.472257208
TAS2R9,-0.06781391,0.973178841
TASOR,-0.326255535,2.1162E-25
TASOR2,-0.341002325,3.80475E-30
TASP1,0.181327658,0.044028272
TAT,0.793327395,0.788020437
TATDN1,0.048737881,0.602220806
TATDN2,0.001391122,0.975478003
TATDN3,-0.223425946,0.012022846
TAX1BP1,0.01419622,0.68009916
TAX1BP3,0.016749993,0.755397598
TBATA,-0.096142154,0.969209305
TBC1D1,0.193977733,0.000116042
TBC1D10A,0.611174972,2.55638E-09
TBC1D10B,0.456940064,2.0937E-14
TBC1D10C,-1.722927159,0.010652823
TBC1D12,-0.15110938,0.079644992
TBC1D13,0.059507863,0.502219111
TBC1D14,-0.157706769,0.001406509
TBC1D15,0.253676074,3.43217E-08
TBC1D16,0.08028255,0.074992428
TBC1D17,-0.043130193,0.57291783
TBC1D19,-0.304949181,0.023249356
TBC1D2,0.557136355,5.30918E-20
TBC1D20,0.120055988,0.013424919
TBC1D21,1.536204916,0.467431713
TBC1D22A,-0.244612365,0.000506857
TBC1D22B,0.058974258,0.353319335
TBC1D23,0.369917497,1.89035E-13
TBC1D24,0.166256396,0.015218897
TBC1D25,0.114578196,0.012145885
TBC1D26,1.452480423,0.077435483
TBC1D28,-0.614254705,0.641089905
TBC1D2B,-0.128088981,0.019135781
TBC1D3,-0.313435737,0.804837998
TBC1D30,-0.451151771,1.33228E-11
TBC1D31,0.31196714,3.81793E-05
TBC1D32,-0.375166127,0.000483719
TBC1D3B,0.926029494,0.679784981
TBC1D3C,-0.093681525,0.959733509
TBC1D3D,1.756375374,0.255607857
TBC1D3E,0.171728471,0.723939942
TBC1D3F,0.881873978,0.828893793
TBC1D3G,-1.3410267,0.44952384
TBC1D3H,4.972988997,0.177639369
TBC1D3I,1.236692811,0.595102541
TBC1D3K,-0.079928178,0.937230822
TBC1D3L,0.020298928,0.936212344
TBC1D4,-0.062922535,0.043096837
TBC1D5,-0.556413789,6.75715E-27
TBC1D7,0.27398308,0.425399923
TBC1D7-LOC100130357,0.508998529,0.823272074
TBC1D8,0.106508477,0.038714115
TBC1D8B,0.076891772,0.627294105
TBC1D9,0.130527091,0.007248641
TBC1D9B,0.317393842,1.97258E-18
TBCA,-0.212398846,8.45271E-05
TBCB,0.142119791,0.169471814
TBCC,-0.099640941,0.263644614
TBCCD1,0.381383384,7.63008E-07
TBCD,-0.147571781,0.008050807
TBCE,0.002688346,0.959823537
TBCEL,-0.947904871,5.78429E-06
TBCK,-0.261828854,0.000119391
TBK1,0.182689903,0.007415048
TBKBP1,0.007081953,0.96780169
TBL1X,-0.095626708,0.005478688
TBL1XR1,-0.165573589,1.44772E-08
TBL1Y,0.881873978,0.828893793
TBL2,0.130515113,0.010384927
TBL3,0.375599512,2.02017E-08
TBP,0.029635638,0.731461996
TBPL1,-0.215144871,0.019006537
TBPL2,-0.987821151,0.735444729
TBR1,-2.969893331,0.11488273
TBRG1,-0.164859339,0.005230726
TBRG4,0.290131395,1.31226E-11
TBX1,-0.266069579,0.007113236
TBX10,-1.550700395,0.078955125
TBX15,-1.555289621,0.042107504
TBX19,-0.597706427,0.054858915
TBX2,0.754224842,0.01469065
TBX20,0.299335933,0.003208846
TBX3,-0.096688569,0.011218905
TBX4,-0.958745264,0.758652479
TBX5,0.881873978,0.828893793
TBX6,0.663068238,0.016977587
TBXA2R,-0.812870965,1.24259E-17
TBXAS1,0.154832165,0.456182945
TC2N,0.034172182,0.609133177
TCAF1,-0.096263288,0.06904674
TCAF2,1.036728915,1.21016E-23
TCAIM,-0.529075147,5.52551E-20
TCAP,1.079375819,0.063377828
TCEA1,0.008304648,0.943275289
TCEA2,-0.342841343,2.29446E-05
TCEA3,-0.045377495,0.758597623
TCEAL1,-0.428176259,7.08205E-06
TCEAL3,-0.378061406,0.227487439
TCEAL4,-0.049734191,0.379307293
TCEAL8,-0.294887637,1.54619E-06
TCEAL9,0.090909573,0.22912553
TCEANC,-0.119716158,0.658286534
TCEANC2,0.159024946,0.023725603
TCERG1,-0.1257743,0.000357395
TCF12,-0.13994326,0.006078347
TCF19,0.448133971,2.1487E-17
TCF20,0.061963234,0.073865913
TCF21,0.615560356,0.22289969
TCF23,1.416119023,0.616433714
TCF24,-1.951000153,0.582220408
TCF25,-0.766790063,2.55816E-34
TCF3,-0.026152225,0.574994791
TCF4,-0.870295493,4.56539E-30
TCF7,0.019108972,0.808090677
TCF7L1,0.232963223,0.210216458
TCF7L2,-0.434743902,9.72138E-13
TCFL5,0.178976503,0.000380787
TCHH,0.881873978,0.828893793
TCHP,0.130634706,0.135563918
TCIM,-0.218710799,0.000385541
TCIRG1,-0.002290273,0.967795662
TCL1B,0.881873978,0.828893793
TCN1,-0.840874575,0.637999062
TCN2,-0.670197444,0.757820822
TCOF1,0.085154209,0.030146728
TCP1,0.007669194,0.808197375
TCP10L,1.504887567,0.342701076
TCP11,-0.804268929,0.391166956
TCP11L1,-0.260015746,4.96479E-11
TCP11L2,-0.109310565,0.191566079
TCTA,0.152812629,0.152318429
TCTE1,-0.411893279,0.130944069
TCTN1,-0.538643422,9.80031E-09
TCTN2,0.023447348,0.757361352
TCTN3,0.022259862,0.697110714
TDG,-0.073144811,0.132258909
TDP1,-0.029363425,0.488123791
TDP2,0.034673665,0.535666898
TDRD1,1.749487446,0.511745441
TDRD10,-1.295912163,0.099063677
TDRD12,-1.022031341,0.649755416
TDRD3,-0.281938574,7.9018E-06
TDRD6,0.406272791,0.543608837
TDRD7,0.021609698,0.825748647
TDRD9,-2.501510583,0.412296354
TDRKH,0.897155448,7.94612E-43
TDRP,-1.041679374,0.798503768
TEAD1,-0.388552677,1.53823E-38
TEAD2,0.453933907,2.98988E-18
TEAD3,0.162166782,0.022869075
TEAD4,-0.212150226,0.001265347
TEC,0.720936168,3.06342E-11
TECPR1,-0.064544048,0.586238717
TECPR2,-0.456274568,7.11408E-13
TECR,0.218406742,1.90892E-06
TEDC1,0.174985737,0.016807955
TEDC2,0.126606671,0.321413055
TEF,0.906925619,9.09388E-13
TEFM,-0.191230231,0.043517487
TEK,-0.039449878,0.956977022
TEKT1,-1.041679374,0.798503768
TEKT2,0.834333763,0.433772796
TEKT3,-0.95729603,0.177424752
TEKT4,-1.951000153,0.582220408
TEKT5,-0.339942252,0.819882762
TELO2,-0.042386922,0.504540199
TEN1,-0.465828987,3.922E-07
TENM1,-0.198054527,0.000645515
TENM2,-0.227765988,0.426697837
TENM3,-0.269869415,2.52087E-12
TENT2,-0.017295166,0.759063142
TENT4A,0.062997841,0.14102636
TENT4B,-0.235108578,0.001563955
TENT5A,-0.185882694,5.47274E-07
TENT5B,-0.159128955,0.263560217
TENT5C,0.106458892,0.014266725
TEP1,0.009430644,0.807813794
TEPP,-0.76450656,0.114929932
TEPSIN,-0.168378726,0.070071861
TERB1,-1.183860134,0.285388761
TERF1,-0.224423585,0.011592149
TERF2,-0.119895291,0.011370153
TERF2IP,0.200730564,0.000137087
TERT,-1.451291765,1.36753E-05
TES,0.029821101,0.431356947
TESC,0.902104578,0.430130095
TESK1,0.023189161,0.806536356
TESK2,-0.046711153,0.816831097
TESMIN,0.021136913,0.890360662
TET1,-0.380134248,0.285400164
TET2,0.072461131,0.117096952
TET3,-0.251953982,4.22057E-08
TEX10,-0.068775708,0.150348384
TEX12,-0.784889624,0.678772234
TEX14,-0.269546847,0.405383146
TEX19,2.124632509,2.2585E-12
TEX2,-0.052967048,0.185423116
TEX22,-0.516723449,0.017589867
TEX261,-0.17953522,0.002846031
TEX264,-0.005029378,0.956012573
TEX29,0.130749767,0.836699061
TEX30,0.006272964,0.95330764
TEX33,0.881873978,0.828893793
TEX36,-0.941549492,0.015288034
TEX37,0.455036099,0.743359589
TEX38,-0.407130968,0.316182241
TEX43,1.364505613,0.607739619
TEX44,-0.035267124,0.988698901
TEX45,-0.396774443,0.216565491
TEX46,0.04209474,0.955454885
TEX48,-0.301886491,0.837446421
TEX49,0.363246212,0.534757155
TEX52,-0.283540032,0.104242555
TEX53,-0.860661039,0.63093482
TEX54,1.07222934,0.236552112
TEX9,-0.033839332,0.90264347
TF,-0.305924691,0.594405564
TFAM,-0.099316655,0.032950201
TFAP2A,-0.104131621,0.000621103
TFAP2C,0.212992877,0.001684702
TFAP2E,-0.044083109,0.779773371
TFAP4,-0.531270299,1.68354E-16
TFB1M,-0.292461584,0.00020077
TFB2M,-0.177800149,0.033582521
TFCP2,-0.24240815,5.07234E-07
TFCP2L1,1.401600881,0.57200894
TFDP1,-0.030711421,0.423333769
TFDP2,-0.293652569,1.56609E-12
TFE3,0.255566344,5.01796E-09
TFEB,-0.036327155,0.756575382
TFEC,3.099100791,0.229396639
TFF1,-0.814293704,0.39323671
TFF2,0.160061831,0.773429132
TFG,0.048667853,0.158707333
TFIP11,-0.145635698,0.039434466
TFPI,0.364439371,1.20415E-20
TFPI2,0.881873978,0.828893793
TFPT,0.05296276,0.596927691
TFR2,-0.243423923,0.034561837
TFRC,-0.716131907,1.65545E-96
TG,-0.442092663,0.793704865
TGDS,0.032488477,0.657530563
TGFA,0.152060346,0.186956501
TGFB1,0.368578062,2.43413E-10
TGFB1I1,0.545369077,0.014108776
TGFB2,-0.895925304,2.9148E-06
TGFB3,-0.322358697,0.018913225
TGFBI,0.038506496,0.210000069
TGFBR1,-0.659354285,5.1884E-138
TGFBR2,-0.139640763,0.037800084
TGFBR3,0.131007918,0.003307218
TGFBR3L,0.190309803,0.120332146
TGFBRAP1,-0.236576381,0.000177193
TGIF1,-0.08840754,0.077711514
TGIF2,-0.275864037,4.4136E-06
TGM1,-1.029523185,5.98083E-08
TGM2,0.979740816,2.24945E-44
TGM3,-0.07989646,0.982436139
TGM4,-0.498532088,0.334164912
TGM5,-1.041679374,0.798503768
TGM6,-1.041679374,0.798503768
TGM7,0.881873978,0.828893793
TGOLN2,0.187496134,1.74683E-09
TGS1,-0.380761353,3.1453E-09
TH,0.109659599,0.883229666
THADA,-0.409462585,2.47597E-13
THAP1,0.025472435,0.830238711
THAP10,-0.417301921,0.051535721
THAP11,0.048519809,0.500230339
THAP12,-0.338194842,2.68687E-10
THAP2,-0.265208357,0.121820724
THAP3,0.235911799,0.011117514
THAP4,-0.192241967,0.003930814
THAP5,-0.225518808,0.004655083
THAP6,-0.431319035,1.11556E-07
THAP7,-0.03935708,0.6617171
THAP8,0.343306282,0.107556814
THAP9,-0.180172342,0.152023469
THBD,0.07532402,0.56105235
THBS1,0.512041938,0.018055697
THBS2,0.280182182,0.491401489
THBS3,-0.352530909,2.43916E-06
THBS4,0.157913018,0.845222406
THEM4,-0.665863425,5.68693E-31
THEM5,-1.19285494,0.013584716
THEM6,0.136367881,0.031891275
THEMIS2,0.430500112,0.040407568
THG1L,-0.848806463,3.60915E-12
THNSL1,-0.817239129,4.33101E-09
THOC1,-0.202296519,0.000196256
THOC2,-0.193176941,4.19244E-08
THOC3,-0.013148763,0.955933753
THOC5,-0.19524639,0.000137295
THOC6,0.058603085,0.467228897
THOC7,-0.31486026,1.82623E-08
THOP1,0.008870897,0.851867589
THPO,-0.272683991,0.636177845
THRA,-0.007582591,0.87665454
THRAP3,-0.803241142,3.42405E-89
THRB,0.089077516,0.377427711
THRSP,-0.170153395,0.716911106
THSD1,0.411882361,0.541692849
THSD4,0.042445297,0.501010234
THSD7A,-1.414095678,0.490324989
THSD8,-0.954924477,0.482610636
THTPA,-0.209279826,0.016913444
THUMPD1,-0.064850032,0.20519758
THUMPD2,-0.321155492,0.001357725
THUMPD3,-0.151844062,0.007242842
THY1,-0.678239175,0.002992208
THYN1,0.117731095,0.1436981
TIA1,-0.256753272,1.22544E-08
TIAF1,-0.011482073,0.967469955
TIAL1,0.005301514,0.89878868
TIAM1,-0.093033516,0.970219955
TIAM2,-0.659278757,0.001414666
TICAM1,0.228414874,0.015783574
TICAM2,0.846599473,0.001914012
TICRR,0.383808845,4.6621E-25
TIE1,-1.72645757,0.097336091
TIFA,-0.188649753,0.030024622
TIGAR,-0.313795959,4.73616E-05
TIGD1,-0.195631048,0.002347999
TIGD2,-0.420304213,2.09128E-08
TIGD3,0.920019924,0.332240943
TIGD4,-1.073898338,0.064658576
TIGD5,-0.532268121,5.39686E-08
TIGD6,-0.49810667,0.00491231
TIGD7,-1.027841496,0.010146057
TIGIT,-0.257204165,0.271147235
TIMELESS,-0.078004671,0.036535049
TIMM10,-0.210309638,0.044146362
TIMM10B,0.179077881,0.003888804
