gene_id,log2FoldChange,pvalue
EIF3J,-0.378106241,1.51313E-15
EIF3K,0.146239244,0.001926083
EIF3L,-0.0335348,0.261958303
EIF3M,-0.12635504,0.002492691
EIF4A1,-0.200468292,1.86425E-10
EIF4A2,-0.598651778,1.7843E-113
EIF4A3,0.295514479,1.17408E-08
EIF4B,-0.140744589,7.05328E-11
EIF4E,0.014246496,0.77331108
EIF4E1B,0.449173667,0.906956116
EIF4E2,0.232579655,2.24032E-08
EIF4E3,0.179019052,0.035733335
EIF4EBP1,-0.181571983,0.000315829
EIF4EBP2,-0.551763458,1.11173E-43
EIF4EBP3,0.944076967,0.180848532
EIF4ENIF1,0.058234711,0.281548128
EIF4G1,-0.043300244,0.141834279
EIF4G2,-0.035577496,0.169475749
EIF4G3,-0.209964005,5.96471E-10
EIF4H,0.163152142,9.22426E-06
EIF5,-0.610399788,3.24474E-78
EIF5A,0.019704496,0.5611439
EIF5A2,0.035856208,0.810154789
EIF5AL1,0.108644024,0.22362764
EIF5B,-0.115016807,0.002240466
EIF6,0.02275639,0.68112525
EIPR1,-0.101187766,0.1182532
ELAC1,-4.670198969,3.53906E-06
ELAC2,-0.013210958,0.729461864
ELANE,1.328748663,0.000103618
ELAPOR1,0.030706299,0.813119575
ELAPOR2,-0.397971738,0.000278778
ELAVL1,0.109972438,0.002783642
ELAVL2,-1.148752872,1.36775E-10
ELAVL3,-2.960157599,0.12941635
ELF1,-0.432613085,1.98932E-13
ELF2,-0.063921246,0.200089001
ELF3,1.356334704,1.01776E-89
ELF4,-0.086791743,0.049447951
ELFN1,-1.093920938,0.000610953
ELFN2,0.578248835,2.81016E-05
ELK1,0.102868605,0.041442952
ELK3,-0.270089021,2.84485E-07
ELK4,-0.035916018,0.330349007
ELL,0.121124883,0.163627409
ELL2,0.177695405,1.3996E-05
ELL3,-0.008163433,0.953324892
ELMO2,0.145011416,0.017181068
ELMO3,0.262394092,0.197284672
ELMOD2,-0.198728509,0.005593059
ELMOD3,-0.011502349,0.895178879
ELN,-1.650627904,0.12253953
ELOA,0.065547584,0.102135095
ELOA2,-4.94773829,0.003444974
ELOB,0.23838434,0.000119538
ELOC,0.163720066,0.005434725
ELOF1,0.335316537,1.63151E-06
ELOVL1,-0.04595194,0.431717443
ELOVL2,-2.989006625,0.134064416
ELOVL5,0.16136174,7.39424E-09
ELOVL6,0.106009518,0.004975674
ELOVL7,1.644764034,0.143758541
ELP1,0.096158636,0.014794786
ELP2,-0.051914784,0.13546827
ELP3,0.01952281,0.748457512
ELP4,-0.537163522,3.20504E-08
ELP5,0.07968252,0.094133643
ELP6,-0.637223906,5.11837E-19
EMB,0.230985902,0.001332245
EMC1,0.060140446,0.096455614
EMC10,0.124601871,0.006499274
EMC2,0.039572218,0.566224697
EMC3,-0.154825677,0.029040311
EMC4,0.098939081,0.209076203
EMC6,-0.132898798,0.09695988
EMC7,0.286173639,3.5246E-06
EMC8,0.184040351,0.009634705
EMC9,0.165071569,0.033610529
EMD,0.178889459,0.007314591
EME1,-0.163699548,0.006210964
EME2,-0.180373387,0.150874927
EMG1,0.204960542,4.04444E-06
EMID1,0.256084232,0.568996766
EMILIN1,-0.608646982,0.082352156
EMILIN2,-0.083679513,0.750862905
EMILIN3,0.225378726,0.687754135
EML1,-0.096748925,0.052243248
EML2,0.239272117,5.05655E-12
EML3,0.140498094,0.017548788
EML4,-0.049624806,0.141891589
EML5,-0.493197317,0.354168472
EML6,-0.261799842,0.002654911
EMP1,-0.031329312,0.651068792
EMP2,-0.143685582,6.62786E-05
EMP3,0.056897102,0.264090729
EMSY,0.29652136,8.17286E-11
EMX1,0.921940204,0.112381312
EMX2,-1.041679374,0.798503768
EN2,-0.175639362,0.714463658
ENAH,-0.074487407,0.005561153
ENAM,0.809922791,0.782969461
ENC1,0.124748841,0.593129869
ENDOD1,-0.046660451,0.345851437
ENDOG,0.137017735,0.494762827
ENDOU,0.031896449,0.888417846
ENDOV,-0.042290693,0.739111263
ENG,0.173663004,4.63814E-05
ENGASE,0.263427603,0.000108281
ENHO,-1.041679374,0.798503768
ENKD1,-0.25272986,0.613717072
ENKUR,-0.500458802,0.194648912
ENO1,0.28691836,2.82603E-16
ENO2,1.271987473,2.8084E-101
ENO3,0.255994649,0.00064174
ENO4,-0.312651651,0.166215507
ENOPH1,-0.083691374,0.217899225
ENOSF1,-0.397976114,4.53835E-29
ENOX1,-0.405159128,0.016727299
ENOX2,-0.510609999,3.33673E-06
ENPEP,-0.887467144,0.053580851
ENPP1,0.13279965,0.054022064
ENPP2,-2.273946323,0.322863947
ENPP3,-0.409835761,0.634866701
ENPP6,-1.041679374,0.798503768
ENPP7,-0.090303906,0.795432513
ENSA,0.123417328,0.000424398
ENTPD1,-0.026839045,0.633388275
ENTPD2,0.511195513,0.000312969
ENTPD3,-1.372300702,0.001878386
ENTPD4,0.04599377,0.348981017
ENTPD5,-0.359327084,5.92178E-06
ENTPD6,-0.007693613,0.89680297
ENTPD7,-0.137624449,0.002240177
ENTPD8,-0.210341851,0.623441614
ENTR1,-0.467840272,2.1363E-25
ENY2,-0.19508288,0.023841175
EOGT,-0.027549515,0.809444868
EOLA1,0.55857315,1.58129E-07
EOLA2,0.179746713,0.027130875
EOMES,-0.063662674,0.97950335
EP300,-0.186609539,3.68371E-07
EP400,-0.028718952,0.413204797
EPAS1,0.654670589,3.0637E-65
EPB41,0.05454724,0.127821108
EPB41L1,0.356871847,2.18805E-11
EPB41L2,0.144778502,0.000102491
EPB41L4A,-0.132464219,0.018376919
EPB41L4B,0.248782327,0.010703604
EPB41L5,0.340190511,1.0082E-05
EPB42,1.163997835,0.465190157
EPC1,-0.289715031,3.65729E-05
EPC2,-0.247095109,0.002979559
EPCAM,-0.24674567,0.706324543
EPDR1,0.200706396,0.06352824
EPG5,0.218194186,1.67511E-08
EPGN,0.68583762,5.74974E-23
EPHA1,-0.374210042,0.330358742
EPHA10,0.881873978,0.828893793
EPHA2,0.262672267,2.48309E-05
EPHA3,-1.041679374,0.798503768
EPHA5,-0.552272346,2.09293E-19
EPHA6,0.604871527,0.306469549
EPHA7,-0.728138186,9.51307E-08
EPHA8,-1.041679374,0.798503768
EPHB1,-0.69920738,0.7737628
EPHB2,0.359748034,7.01354E-07
EPHB3,1.823335698,1.14823E-17
EPHB4,0.132533368,0.046592808
EPHX1,0.780015006,3.21988E-45
EPHX2,-0.544304226,1.38948E-06
EPHX3,-1.110541362,0.032179706
EPHX4,-0.174843383,0.175495431
EPM2A,-0.508916875,3.84434E-05
EPM2AIP1,-0.52487462,6.01134E-24
EPN1,0.255722508,1.43675E-11
EPN2,0.135285155,0.018073947
EPN3,-0.160896829,0.706524808
EPO,-3.277362325,0.162373217
EPOP,0.331069866,2.69663E-09
EPOR,0.372465097,4.03783E-06
EPPK1,-0.512300243,1.75991E-27
EPRS1,-0.270589191,7.34413E-22
EPS15,-0.199502177,3.67939E-06
EPS15L1,0.079861661,0.1686439
EPS8,0.249337141,0.000826051
EPS8L1,-0.265133387,0.023333341
EPS8L2,-0.287283912,7.11934E-08
EPS8L3,0.26791563,0.761670808
EPSTI1,-1.387262931,0.49309838
EPX,0.327329539,0.508329032
EQTN,1.311032417,0.171703584
ERAL1,0.13349409,0.007435749
ERAP1,0.201624359,0.000240083
ERAP2,0.110806901,0.523717727
ERAS,-1.041679374,0.798503768
ERBB2,-0.094209197,0.033704425
ERBB3,0.175054645,0.002120328
ERBB4,3.909794529,0.015635088
ERBIN,-0.174823333,1.51512E-08
ERC1,0.021475218,0.505926803
ERCC1,-0.165460346,0.036202859
ERCC2,0.14820522,0.014547985
ERCC3,0.122979269,0.021286816
ERCC4,0.019359937,0.782085541
ERCC5,0.071043719,0.679536289
ERCC6,-0.174575006,7.37952E-05
ERCC6L,0.40922506,7.20449E-09
ERCC6L2,-0.211233997,1.4496E-05
ERCC8,-0.28281688,0.001159726
EREG,0.901000249,0.170987563
ERF,0.034896641,0.544550168
ERFE,-1.088316251,2.99817E-05
ERFL,0.273377477,0.612734276
ERG,-0.273654691,0.02911731
ERG28,0.749845871,5.48488E-40
ERGIC1,0.094113493,0.001746931
ERGIC2,0.153797525,1.09736E-05
ERGIC3,0.293224056,4.2585E-10
ERH,0.107604776,0.020369045
ERI1,0.279563024,0.001200602
ERI2,-0.901604649,1.6942E-13
ERI3,0.115280459,0.052581904
ERICH1,-0.07288994,0.395778316
ERICH2,0.045341057,0.958296999
ERICH3,-1.041679374,0.798503768
ERICH5,-1.918697407,0.623335873
ERICH6,0.255504509,0.760026844
ERICH6B,-1.915375338,0.593310273
ERLEC1,0.058011188,0.091140543
ERLIN1,0.249239112,1.93617E-08
ERLIN2,-0.271760695,3.32982E-06
ERMAP,-1.223449698,5.43937E-27
ERMARD,-1.489676724,1.70814E-29
ERMP1,0.288805227,8.0308E-15
ERN1,-0.258899843,0.002028987
ERN2,0.064512106,0.902162704
ERO1A,0.858305144,8.5793E-97
ERO1B,0.597050836,2.56968E-07
ERP27,-2.563596823,0.235204131
ERP29,0.213419791,5.31448E-10
ERP44,0.703817915,6.40755E-50
ERRFI1,0.954780391,7.51539E-27
ERV3-1,-1.22368E-05,0.999984247
ERVFRD-1,0.011222027,0.903425244
ERVH48-1,-1.337826957,3.5006E-05
ERVK3-1,0.179510996,0.002939647
ERVMER34-1,0.461503204,0.840580049
ERVV-1,-1.420173142,0.003882661
ERVV-2,0.931845327,0.000550985
ERVW-1,-1.055496666,0.070783721
ESAM,0.468156807,0.083138565
ESCO1,0.205283271,2.77012E-07
ESCO2,0.226389693,0.007069701
ESD,-0.346820542,1.5711E-11
ESF1,-0.369125873,2.67484E-09
ESPL1,0.54767171,1.61983E-47
ESPN,-0.117797749,0.693870264
ESPNL,-0.278425926,0.649905382
ESR1,-1.42924216,1.25941E-06
ESR2,-0.222827783,0.094219727
ESRP1,-1.041679374,0.798503768
ESRP2,-0.232966493,1.60524E-05
ESRRA,-0.019924752,0.750256725
ESRRG,0.881873978,0.828893793
ESS2,0.161668244,0.072078231
ESYT1,0.258555198,3.91009E-14
ESYT2,-0.237093086,4.89904E-17
ESYT3,-0.214272674,0.083341216
ETAA1,-0.37173888,3.24676E-10
ETDA,-2.105956715,0.034170985
ETDB,-1.041679374,0.798503768
ETDC,-1.572922807,0.030390445
ETF1,-0.167730734,3.71411E-08
ETFA,0.111594648,0.001312479
ETFB,0.166264436,0.000329301
ETFBKMT,-0.155826012,0.480986665
ETFDH,-0.098056471,0.133903766
ETFRF1,-0.012144436,0.883213617
ETHE1,-0.103827724,0.212428187
ETNK1,-0.278002252,9.75643E-08
ETNK2,0.500556513,3.54052E-06
ETNPPL,-0.37456533,0.133846894
ETS1,0.253536929,4.31605E-08
ETS2,-0.073593046,0.086421625
ETV1,0.619442468,0.041452101
ETV2,0.009977118,0.981798126
ETV3,0.26787639,6.98147E-07
ETV3L,-2.910254005,0.330083472
ETV4,1.216752085,2.87364E-16
ETV5,1.102374084,0.000245207
ETV6,0.153972788,0.010492318
ETV7,0.881873978,0.828893793
EVA1A,0.738647625,0.023534886
EVA1B,-0.129532032,0.586418668
EVA1C,-0.169672032,0.003425162
EVC,-0.308125149,0.002774744
EVI2A,-1.142634728,6.75169E-08
EVI2B,-0.654060944,0.000784672
EVI5,-0.104085843,0.049751351
EVI5L,0.351429803,1.08574E-07
EVL,0.001390724,0.977365759
EVPL,-0.213085108,0.000685436
EVPLL,0.095469646,0.492554727
EVX1,-0.672666738,0.767885667
EWSR1,-0.168086083,3.51691E-08
EXD1,-1.706371641,0.369754066
EXD2,0.260121069,0.00016589
EXD3,-0.067883127,0.7551131
EXO1,0.535504639,6.87278E-18
EXO5,-0.438350098,0.00086609
EXOC1,-0.162844253,0.006970098
EXOC2,0.112750249,0.005150868
EXOC3,-0.087237074,0.071473678
EXOC3L1,-0.238621287,0.691072024
EXOC3L2,0.598734753,0.534699794
EXOC3L4,-0.764883302,1.7262E-07
EXOC4,-0.35704624,5.58974E-20
EXOC5,0.155891499,0.001097078
EXOC6,-0.272841901,0.00052481
EXOC6B,-0.067506272,0.153988402
EXOC7,-0.244311336,2.39925E-06
EXOC8,0.188139948,0.000240822
EXOG,-0.611212367,1.63455E-10
EXOSC1,0.100857326,0.117942019
EXOSC10,-0.137721757,0.0004042
EXOSC2,-0.272993628,2.55656E-08
EXOSC3,0.044150315,0.486196664
EXOSC4,-0.368483212,0.000299139
EXOSC5,-0.077030603,0.413220013
EXOSC6,-0.353129642,1.34454E-07
EXOSC7,-0.076227929,0.226764712
EXOSC8,-0.353350757,8.44982E-09
EXOSC9,-0.053571306,0.359984735
EXPH5,-0.11330994,0.005915184
EXT1,0.188211535,0.000110761
EXT2,0.475385126,6.71048E-33
EXTL1,0.300780209,0.499221391
EXTL2,-0.395045722,0.000290939
EXTL3,0.566214425,6.06012E-25
EYA3,0.337293073,8.93701E-12
EYA4,-0.144078098,0.00014788
EYS,-0.373790357,0.053015945
EZH1,0.25087756,2.01646E-06
EZH2,0.27187034,7.00877E-09
EZR,0.076388893,0.03190369
F10,0.466044336,0.516743152
F11R,0.399112772,6.13119E-24
F12,0.141198844,0.300703145
F13A1,-2.910254005,0.330083472
F13B,-2.019940282,0.434677069
F2,0.126945044,0.769149262
F2R,0.21145082,0.048736463
F2RL1,-0.077715972,0.190183258
F2RL2,0.196886822,0.908840529
F2RL3,-0.55306877,0.078314499
F3,-0.42271606,3.44273E-06
F5,-2.284826577,0.182505065
F7,3.220099979,0.00018072
F8,-0.717983114,0.008615265
F8A1,-0.777460091,0.000621198
F8A2,-1.918697407,0.623335873
F8A3,-1.279432111,0.164301815
FA2H,0.471327346,1.43632E-06
FAAH,-0.54409383,0.006764187
FAAH2,0.174128803,0.12505302
FAAP100,-0.540026296,2.9278E-11
FAAP20,-0.295418356,0.002914255
FAAP24,-0.493602848,0.012418497
FABP12,-1.94715413,0.58341654
FABP2,-0.087446306,0.958956972
FABP3,0.769722899,1.53214E-07
FABP4,-1.951000153,0.582220408
FABP5,0.001798149,0.982680822
FABP6,1.020238288,0.015219183
FADD,0.083689144,0.122024098
FADS1,-0.201196946,2.04984E-09
FADS2,0.104765914,0.068509487
FADS3,-0.037269295,0.59978509
FADS6,-1.957672623,0.454737637
FAF1,-0.024991256,0.508529836
FAF2,0.173227476,6.91276E-06
FAH,-0.145783436,0.155603834
FAHD1,-0.352951934,7.41917E-08
FAHD2A,0.144319095,0.078631018
FAHD2B,0.124082414,0.0788271
FAIM,-0.742760539,9.84494E-16
FAIM2,-0.072242978,0.953074321
FAM102A,-0.153465784,0.011160422
FAM102B,-0.167432206,4.56939E-06
FAM104A,-0.029893012,0.623798599
FAM104B,0.230501808,0.02513006
FAM107B,-0.027074298,0.629877672
FAM110A,0.37079729,0.01172347
FAM110B,-0.074014021,0.93487574
FAM110C,0.520015727,1.75603E-06
FAM110D,0.176201457,0.579007116
FAM111A,-0.040764112,0.627629081
FAM111B,-0.292795932,6.88897E-05
FAM114A1,-0.264842368,1.90225E-13
FAM114A2,-0.545918771,1.11485E-07
FAM117A,-0.101670377,0.806323134
FAM117B,-0.291017897,4.26692E-05
FAM118A,0.007980564,0.920923653
FAM118B,0.248628223,0.025359154
FAM120A,0.033962787,0.205731288
FAM120AOS,-0.621333768,1.07397E-21
FAM120B,-0.06669217,0.189424659
FAM120C,-0.323858352,1.46593E-07
FAM124A,-0.405167251,0.096096109
FAM126A,0.258023902,1.91597E-05
FAM126B,0.152148543,0.02712873
FAM131A,0.219206889,0.023571579
FAM131B,0.139003672,0.650465768
FAM131C,-0.075534181,0.768100812
FAM133A,-0.242896067,0.431106744
FAM133B,-0.274459448,0.005351987
FAM135A,0.130960049,0.051469346
FAM136A,-0.089572949,0.040038976
FAM13A,0.254726987,7.93433E-08
FAM13B,-0.259918942,2.35862E-05
FAM149A,-1.915375338,0.593310273
FAM149B1,-0.389412218,6.64445E-08
FAM151A,-2.244362643,0.001781384
FAM151B,-0.111535886,0.656766527
FAM153A,0.753141601,0.813436238
FAM153B,2.831885627,0.342309374
FAM156A,0.493078612,0.022961699
FAM156B,0.364055241,0.185802608
FAM161A,-0.051429973,0.616742382
FAM161B,0.481961359,0.004101654
FAM162A,0.420101249,1.22389E-16
FAM163A,1.671517732,0.388151654
FAM166A,0.752340631,0.009068446
FAM166B,-0.508509301,0.234120826
FAM166C,-0.189342381,0.617866467
FAM167A,0.255310355,0.025300109
FAM167B,0.398899376,0.027546044
FAM168A,0.04054091,0.381261134
FAM168B,-0.189068676,8.10843E-06
FAM169A,-0.327951921,4.87025E-06
FAM170A,-0.07989644,0.982415025
FAM171A1,-1.94715413,0.58341654
FAM171A2,0.740021498,4.14861E-08
FAM171B,0.313958199,0.875485417
FAM172A,-0.192912076,0.000850019
FAM174A,0.243794136,0.01422646
FAM174B,-1.943888547,3.73566E-05
FAM174C,0.13477619,0.135708321
FAM177A1,0.266687235,2.51538E-05
FAM177B,1.147558916,0.012902059
FAM178B,-1.450641147,1.30733E-05
FAM180A,-0.28587633,0.858896568
FAM180B,0.719360859,0.503733291
FAM183A,-0.800141686,0.076093125
FAM184A,-0.621779809,0.79502168
FAM184B,0.369678998,0.079129232
FAM185A,-0.395211051,0.002934896
FAM186A,-2.883695932,1.43919E-06
FAM186B,-0.481059282,0.000523015
FAM189A1,-1.041679374,0.798503768
FAM189A2,0.303884691,0.831434793
FAM189B,-0.03126896,0.530268644
FAM193A,-0.077433412,0.215806332
FAM193B,-0.105622832,0.138214972
FAM199X,0.061905979,0.159868259
FAM200A,-0.159494337,0.2844492
FAM200B,0.007463204,0.930076978
FAM204A,-0.235792797,0.000985612
FAM205A,0.551966513,0.885719163
FAM209A,0.695665863,0.68625241
FAM209B,-0.497585631,0.723127333
FAM20A,0.551754487,4.30439E-12
FAM20B,0.27073027,1.1546E-12
FAM20C,-0.337403562,4.54691E-08
FAM210A,0.20018024,0.000406039
FAM210B,-0.053022923,0.451270894
FAM214A,-0.651614253,2.76416E-12
FAM214B,0.442262345,4.91605E-07
FAM216A,-0.34906368,2.27487E-07
FAM216B,-0.079896768,0.982747126
FAM217A,-0.102226535,0.807423261
FAM217B,-0.182157344,0.023753032
FAM219A,0.516744095,7.40627E-05
FAM219B,-0.164642263,0.137183465
FAM221A,0.340566694,0.856178714
FAM221B,-0.532862019,0.197524506
FAM222A,-0.376907352,0.029061392
FAM222B,0.046729062,0.425568077
FAM227A,0.118940649,0.161753295
FAM227B,-0.049246641,0.764112308
FAM228A,0.846141156,0.770628621
FAM228B,0.046178759,0.911559343
FAM229A,0.385374686,0.068218138
FAM229B,-0.258061676,0.339190054
FAM234A,0.228332049,4.24622E-05
FAM234B,0.501146319,4.88905E-09
FAM237B,-1.041679374,0.798503768
FAM240A,-0.07989644,0.982415025
FAM240C,-2.27659653,0.059861681
FAM241A,-0.442157666,5.16477E-07
FAM241B,0.380422281,0.035506102
FAM246A,-0.079896768,0.982747126
FAM246C,1.055507085,0.386005286
FAM24A,3.76211502,0.06361208
FAM24B,0.045104517,0.718034299
FAM25A,0.341701298,0.472850307
FAM25C,-1.041679374,0.798503768
FAM25G,-1.495389888,0.371361301
FAM32A,0.145178213,0.020852795
FAM3A,0.334254339,1.59823E-06
FAM3B,-1.846714476,0.100709155
FAM3C,0.468061338,5.51773E-05
FAM43A,-1.554514739,1.17934E-19
FAM47E,-1.004189825,0.290145018
FAM50A,0.374572082,9.66214E-11
FAM50B,-0.018498908,0.924453334
FAM53A,-0.806405517,1.43882E-05
FAM53B,-0.138546504,0.032831682
FAM53C,0.163645661,0.002310764
FAM71A,-1.109007317,0.514237016
FAM71C,1.811627897,0.614657664
FAM71D,-2.668333087,0.016117091
FAM71E1,0.184176994,0.608923354
FAM71E2,0.576982821,0.237725789
FAM71F1,1.745537623,0.365540504
FAM71F2,0.242942536,0.596472088
FAM72A,-0.001033799,0.992814299
FAM72B,-0.16879815,0.059725193
FAM72C,-0.095048493,0.548902215
FAM72D,-0.072615688,0.625625704
FAM76A,-0.511807458,0.000349859
FAM76B,-0.181353063,0.003174604
FAM78A,-0.261618705,0.001742749
FAM78B,-0.598920099,0.556135752
FAM81A,-0.612170118,5.49461E-12
FAM81B,0.343991255,0.618798701
FAM83A,0.783663015,1.2068E-59
FAM83B,-0.012895988,0.839385282
FAM83C,-0.570661305,0.304022091
FAM83D,0.600204352,3.50407E-25
FAM83E,-1.055727275,0.002551772
FAM83F,1.773615851,4.43788E-06
FAM83G,0.191852424,0.000864303
FAM83H,-0.371944485,1.09707E-12
FAM86B1,-0.587301396,0.040987674
FAM86B2,-0.727692685,0.008099962
FAM89A,0.881873978,0.828893793
FAM89B,0.525579142,3.44822E-06
FAM8A1,0.116690209,0.019640807
FAM90A1,-0.05285364,0.977719184
FAM91A1,0.028086088,0.576426732
FAM98A,-0.120975064,0.001818206
FAM98B,0.040682661,0.508460044
FAM98C,0.091660979,0.547877988
FAM9B,-0.066295436,0.96878373
FAM9C,-0.190198274,0.877458555
FAN1,-0.315380265,9.89362E-06
FANCA,0.077391498,0.20396702
FANCB,0.366029998,4.58892E-16
FANCC,0.087778873,0.12810403
FANCD2,0.216276482,3.5682E-07
FANCD2OS,0.048227095,0.929220034
FANCE,-0.154313546,0.017538372
FANCF,-1.673338663,1.30736E-07
FANCG,0.076618131,0.153138893
FANCI,0.266800908,5.61461E-17
FANCL,0.06303128,0.416475032
FANCM,0.161870647,0.002488241
FANK1,-0.598157758,0.000745138
FAP,-0.148905737,0.274128519
FAR1,-0.043753777,0.31622093
FAR2,-0.377009152,0.005921338
FARP1,0.156537338,0.001197591
FARP2,-0.264328514,0.001756005
FARS2,-0.26413765,3.40235E-06
FARSA,0.419322401,1.50188E-19
FARSB,-0.207459354,1.32758E-06
FAS,-0.138365824,0.052923853
FASN,0.381443692,2.83859E-33
FASTK,-0.237805531,2.80865E-07
FASTKD1,-0.338360863,4.43133E-06
FASTKD2,-0.219570333,0.000298211
FASTKD3,-0.302288797,5.7744E-05
FASTKD5,0.288324912,1.07157E-06
FAT1,-0.104495667,0.002655437
FAT2,-0.032460903,0.953847994
FAT4,-0.147946115,0.022422288
FAU,0.06636571,0.156732527
FAXC,-0.205441369,0.406224111
FAXDC2,-0.2460431,0.040156769
FBF1,-0.589239936,2.32606E-11
FBH1,0.084050539,0.06995416
FBL,0.103467527,0.030038489
FBLIM1,0.275155152,0.013683322
FBLL1,-0.736369776,0.599845878
FBLN1,0.256445383,4.45679E-13
FBLN2,-1.701768972,0.212593112
FBLN5,-0.021306684,0.786092259
FBLN7,-0.210979426,0.006044195
FBN1,-0.008172526,0.854529721
FBN2,0.185574002,0.000280056
FBN3,0.006010787,0.988666019
FBP1,0.138050373,0.869739318
FBP2,0.558999377,0.129332289
FBRS,0.122043387,0.022877534
FBRSL1,-0.170742225,0.001652641
FBXL12,0.308925653,0.00067819
FBXL13,-1.791123392,8.71877E-09
FBXL14,0.218782941,0.022102543
FBXL15,0.065099557,0.553674421
FBXL16,0.128404104,0.371610681
FBXL17,-0.526711176,5.00267E-10
FBXL18,0.436150557,4.88077E-10
FBXL19,-0.021666131,0.725978322
FBXL2,-0.012163714,0.898252036
FBXL20,-0.154441153,0.000102564
FBXL22,-0.487814278,0.000806732
FBXL3,-0.117292653,0.017450781
FBXL4,-0.340508008,9.76518E-15
FBXL5,0.038773766,0.420470011
FBXL6,-0.211742182,0.055477468
FBXL7,-1.041679374,0.798503768
FBXL8,-0.263230851,0.215125527
FBXO10,-0.134221674,0.11623426
FBXO11,-0.113272774,0.011871416
FBXO15,-3.798848093,0.02180935
FBXO16,0.220121091,0.266524764
FBXO17,-1.910566502,0.62571767
FBXO2,1.263346027,5.16413E-23
FBXO21,0.248284128,1.57502E-07
FBXO22,0.183172317,0.000943913
FBXO24,0.125283069,0.697863653
FBXO25,-0.476060933,0.000208557
FBXO27,0.303490002,0.17166943
FBXO28,0.034905306,0.462640392
FBXO3,0.05171065,0.467982298
FBXO30,-0.210292728,5.48417E-09
FBXO31,-0.161835781,0.01122254
FBXO32,0.186210638,0.501589379
FBXO33,0.17979882,0.024516926
FBXO34,0.128006157,0.021877105
FBXO36,-0.017229741,0.903023937
FBXO38,0.187582592,7.38564E-05
FBXO4,-1.123869166,3.40887E-36
FBXO40,0.881873978,0.828893793
FBXO41,-0.034608087,0.514808559
FBXO42,0.086180564,0.13926256
FBXO43,-0.53266547,0.01518338
FBXO44,0.741060944,1.66409E-13
FBXO45,0.302808057,1.5308E-06
FBXO46,-0.137026722,0.036351346
FBXO47,0.186560033,0.854439982
FBXO48,0.415395439,0.134619256
FBXO5,0.573938115,7.54245E-23
FBXO6,0.402317961,0.023777307
FBXO7,-0.10079649,0.045667881
FBXO8,0.394879363,9.33313E-05
FBXO9,-0.513692831,1.42398E-22
FBXW10,0.703365531,0.172257779
FBXW11,0.041122458,0.287994955
FBXW12,-3.50983333,0.116179351
FBXW2,0.006862922,0.82825493
FBXW4,-0.196277393,0.008103838
FBXW5,0.269873504,5.62099E-05
FBXW7,-0.009921155,0.879382792
FBXW8,-0.267803891,2.96802E-06
FBXW9,0.113894297,0.222217809
FCAMR,-1.041679374,0.798503768
FCER1G,0.724550041,0.443121793
FCER2,-0.987731433,0.732898673
FCF1,-0.182788995,0.001303602
FCGBP,-0.901468432,0.30944156
FCGR1A,-1.085771188,0.417393673
FCGR2A,2.171383446,0.062525149
FCGR3A,1.549626178,0.447983866
FCGR3B,-1.910566502,0.62571767
FCGRT,0.210848817,0.017828084
FCHO1,0.759196779,9.29508E-13
FCHO2,-0.238549836,9.50096E-05
FCHSD1,0.335599133,0.002813531
FCHSD2,-0.124285633,0.052119976
FCMR,-0.007238233,0.997320309
FCN1,0.521776577,0.818564285
FCN2,-0.044484587,0.89945673
FCN3,0.145987025,0.883924489
FCRL4,-1.041679374,0.798503768
FCRL6,0.881873978,0.828893793
FCRLA,0.881873978,0.828893793
FCRLB,1.235433729,0.051359611
FCSK,-0.023653277,0.78041568
FDCSP,-1.041679374,0.798503768
FDFT1,0.953401974,2.8486E-180
FDPS,0.252605003,2.25341E-19
FDX1,-0.110375588,0.15781671
FDX2,0.076045483,0.49109077
FDXACB1,-0.162551357,0.377824214
FDXR,0.159897111,0.092161067
FECH,0.193321627,0.000916968
FEM1A,0.032285578,0.600579817
FEM1B,-0.055106924,0.255359578
FEM1C,0.080108964,0.173821892
FEN1,0.259822373,1.82203E-09
FER,-0.160685956,6.61892E-05
FER1L5,0.777713143,0.000882761
FER1L6,-1.983487462,0.604237109
FERMT1,-0.846694342,1.7484E-45
FERMT2,-0.165622778,0.000160027
FERMT3,0.310196956,4.04411E-06
FES,-0.229292041,0.290892626
FEZ2,-0.161430106,0.009932059
FFAR1,-1.951000153,0.582220408
FFAR2,3.6215643,0.115897835
FFAR4,-0.110107912,0.958402068
FGA,0.881873978,0.828893793
FGD1,-0.039702502,0.502904191
FGD2,-0.889075341,0.550232282
FGD3,-0.014931318,0.952688045
FGD4,-0.153191366,0.029305758
FGD5,-1.010481426,0.363566841
FGD6,0.059622611,0.267213183
FGF1,-1.918697407,0.623335873
FGF11,0.006121496,0.980013089
FGF12,-1.983487462,0.604237109
FGF13,-1.064249921,0.337168694
FGF14,-2.660424878,0.007063455
FGF17,-0.877273147,0.528080524
FGF18,-1.309028371,0.134250722
FGF19,-2.120255954,0.253284579
FGF2,-0.131882511,0.019004039
FGF21,-2.78819343,0.034429093
FGF22,-1.246825319,0.018000716
FGF23,-1.543071915,0.582404416
FGF7,0.434695708,3.04466E-13
FGF8,-1.094549764,0.589266454
FGFBP1,0.047071868,0.727719177
FGFBP2,0.555184791,0.817526525
FGFBP3,-0.179459814,0.394726314
FGFR1,0.52494923,0.09479932
FGFR1OP2,-0.053584508,0.423342945
FGFR2,-1.624444427,3.8977E-10
